age,workclass,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
26,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,0,0,40,<=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
46,Local-gov,11th,Married-civ-spouse,Transport-moving,White,Male,0,0,30,<=50K
38,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,>50K
65,Private,11th,Widowed,Other-service,Other,Male,0,0,40,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,0,0,40,>50K
42,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,35,<=50K
26,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
36,Private,10th,Married-civ-spouse,Other-service,White,Female,0,0,24,<=50K
62,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,>50K
43,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,0,0,45,<=50K
43,Private,Bachelors,Divorced,Exec-managerial,White,Male,0,1564,45,>50K
22,Private,HS-grad,Married-spouse-absent,Sales,White,Male,0,0,55,<=50K
28,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
56,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,White,Male,0,0,45,<=50K
22,Private,Assoc-acdm,Never-married,Sales,White,Female,0,0,15,<=50K
57,Private,Bachelors,Divorced,Exec-managerial,White,Female,0,0,45,>50K
39,Private,HS-grad,Divorced,Sales,White,Female,0,0,40,<=50K
26,Federal-gov,Some-college,Never-married,Adm-clerical,White,Female,0,0,15,<=50K
17,Private,11th,Never-married,Other-service,White,Male,0,0,10,<=50K
40,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,38,>50K
45,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,0,0,40,<=50K
44,Private,HS-grad,Never-married,Craft-repair,Black,Male,0,0,40,<=50K
20,Local-gov,Some-college,Never-married,Adm-clerical,White,Female,0,0,10,<=50K
33,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Female,0,0,40,<=50K
23,Private,Some-college,Never-married,Sales,White,Male,0,0,40,<=50K
46,Self-emp-not-inc,Masters,Divorced,Exec-managerial,White,Male,0,0,30,<=50K
38,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,50,<=50K
54,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,40,<=50K
46,Private,5th-6th,Divorced,Craft-repair,White,Female,0,2339,45,<=50K
25,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
46,Private,Some-college,Divorced,Sales,White,Female,0,0,40,<=50K
36,Local-gov,Some-college,Married-civ-spouse,Transport-moving,White,Female,0,0,40,<=50K
23,Private,HS-grad,Never-married,Other-service,White,Female,0,0,25,<=50K
29,Private,HS-grad,Separated,Machine-op-inspct,White,Male,0,0,40,<=50K
44,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,0,2415,6,>50K
19,Private,Some-college,Never-married,Adm-clerical,White,Female,0,0,16,<=50K
19,Private,HS-grad,Never-married,Other-service,White,Female,0,0,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Other-service,White,Female,0,0,40,>50K
27,Private,Bachelors,Never-married,Craft-repair,White,Male,0,0,50,<=50K
46,Self-emp-not-inc,Assoc-acdm,Separated,Craft-repair,White,Male,0,0,40,<=50K
34,Private,HS-grad,Never-married,Other-service,White,Female,0,0,35,<=50K
44,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,0,0,40,<=50K
45,Private,Some-college,Divorced,Handlers-cleaners,White,Female,0,0,40,<=50K
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,55,>50K
52,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,>50K
20,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,40,<=50K
28,Private,Some-college,Never-married,Other-service,White,Female,0,0,40,<=50K
50,State-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,0,0,40,>50K
34,Private,Assoc-voc,Divorced,Tech-support,White,Female,0,0,64,<=50K
28,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Other,Male,0,2179,40,<=50K
41,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,1977,65,>50K
28,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,25,<=50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,<=50K
41,Local-gov,Some-college,Divorced,Other-service,Black,Female,0,0,24,<=50K
24,Private,HS-grad,Never-married,Handlers-cleaners,Black,Female,0,0,40,<=50K
33,Private,Some-college,Divorced,Exec-managerial,White,Female,0,0,40,<=50K
46,Private,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,15024,0,60,>50K
31,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
35,Private,12th,Divorced,Craft-repair,White,Male,0,0,50,>50K
52,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
30,Private,11th,Never-married,Other-service,White,Female,0,0,19,<=50K
34,Local-gov,11th,Separated,Machine-op-inspct,Black,Male,0,0,40,<=50K
34,State-gov,HS-grad,Divorced,Transport-moving,White,Female,0,0,40,<=50K
20,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,30,<=50K
17,Private,11th,Never-married,Handlers-cleaners,White,Male,2176,0,18,<=50K
32,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,>50K
29,Private,HS-grad,Divorced,Farming-fishing,White,Male,0,0,40,<=50K
33,Private,10th,Never-married,Craft-repair,White,Female,0,0,35,<=50K
25,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,60,<=50K
36,Federal-gov,Masters,Never-married,Prof-specialty,White,Male,0,1408,40,<=50K
23,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,72,<=50K
63,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,<=50K
40,Self-emp-not-inc,Bachelors,Married-spouse-absent,Prof-specialty,White,Female,2174,0,40,<=50K
30,Private,Assoc-acdm,Married-civ-spouse,Other-service,White,Female,0,0,25,>50K
27,Private,Some-college,Never-married,Craft-repair,Asian-Pac-Islander,Male,0,1980,40,<=50K
33,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,>50K
34,Local-gov,HS-grad,Never-married,Farming-fishing,Black,Male,594,0,60,<=50K
34,Local-gov,Some-college,Never-married,Protective-serv,White,Female,0,0,40,<=50K
23,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,<=50K
42,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,<=50K
29,Private,Bachelors,Never-married,Prof-specialty,White,Male,0,0,40,<=50K
45,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,28,<=50K
24,Federal-gov,HS-grad,Never-married,Armed-Forces,White,Male,0,0,40,<=50K
44,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,>50K
27,Private,9th,Never-married,Craft-repair,White,Male,0,0,40,<=50K
20,Private,Some-college,Never-married,Sales,White,Male,0,0,35,<=50K
44,Private,HS-grad,Widowed,Exec-managerial,Black,Female,0,0,40,<=50K
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,0,0,40,<=50K
20,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
19,Private,HS-grad,Never-married,Machine-op-inspct,Black,Female,0,0,40,<=50K
45,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,55,>50K
60,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Female,0,0,40,>50K
40,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,>50K
30,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,0,0,40,<=50K
38,Private,Some-college,Married-civ-spouse,Transport-moving,Black,Male,0,0,50,<=50K
23,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,60,<=50K
44,Private,Assoc-acdm,Never-married,Farming-fishing,White,Male,0,0,40,<=50K
54,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,0,0,40,<=50K
32,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,<=50K
50,Private,1st-4th,Married-spouse-absent,Craft-repair,White,Male,0,0,40,<=50K
24,Private,Bachelors,Never-married,Tech-support,White,Female,0,0,20,<=50K
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,0,0,60,<=50K
52,Private,HS-grad,Divorced,Transport-moving,White,Male,0,0,40,<=50K
38,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
49,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,0,1977,45,>50K
30,Private,Bachelors,Married-civ-spouse,Tech-support,White,Female,0,0,16,>50K
60,Private,Some-college,Never-married,Prof-specialty,White,Male,0,0,40,>50K
35,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,<=50K
30,Private,HS-grad,Never-married,Transport-moving,White,Male,0,0,60,<=50K
67,Private,Assoc-voc,Divorced,Other-service,White,Female,0,0,24,<=50K
46,Private,Bachelors,Never-married,Craft-repair,White,Female,0,0,40,<=50K
17,Private,9th,Never-married,Other-service,White,Male,0,0,6,<=50K
22,Private,Some-college,Never-married,Handlers-cleaners,White,Male,0,0,30,<=50K
27,Private,10th,Never-married,Other-service,White,Male,0,0,40,<=50K
23,Private,HS-grad,Never-married,Other-service,White,Female,0,0,35,<=50K
33,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,White,Male,0,0,45,<=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,20,<=50K
28,State-gov,Bachelors,Never-married,Prof-specialty,White,Male,0,0,20,<=50K
41,Private,HS-grad,Married-spouse-absent,Craft-repair,White,Female,0,0,40,<=50K
25,Private,Some-college,Married-spouse-absent,Adm-clerical,Black,Female,0,0,20,<=50K
59,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,45,<=50K
45,Local-gov,Bachelors,Divorced,Prof-specialty,White,Female,0,0,40,<=50K
38,Private,Bachelors,Married-civ-spouse,Sales,White,Male,15024,0,60,>50K
40,Private,HS-grad,Never-married,Other-service,White,Female,0,0,35,<=50K
46,Federal-gov,HS-grad,Divorced,Adm-clerical,White,Male,0,0,40,<=50K
35,Private,Assoc-acdm,Never-married,Exec-managerial,White,Female,0,0,60,<=50K
34,Private,HS-grad,Divorced,Prof-specialty,White,Female,0,0,25,<=50K
33,Private,Bachelors,Never-married,Craft-repair,White,Male,0,0,20,<=50K
41,Private,HS-grad,Divorced,Adm-clerical,White,Female,0,0,36,<=50K
20,Private,Some-college,Never-married,Machine-op-inspct,White,Male,0,0,40,<=50K
23,Private,5th-6th,Never-married,Other-service,White,Male,0,0,40,<=50K
26,Private,Some-college,Never-married,Prof-specialty,White,Female,0,0,35,<=50K
23,Local-gov,HS-grad,Never-married,Farming-fishing,White,Male,0,0,40,<=50K
62,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
52,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,<=50K
58,Private,Some-college,Divorced,Other-service,White,Female,0,0,42,<=50K
25,Private,Bachelors,Never-married,Sales,White,Female,0,0,40,<=50K
24,Private,Bachelors,Never-married,Exec-managerial,Black,Male,0,0,40,<=50K
19,Private,Some-college,Never-married,Protective-serv,White,Male,0,0,8,<=50K
43,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,<=50K
47,Local-gov,HS-grad,Separated,Adm-clerical,Black,Female,0,0,40,<=50K
39,Private,HS-grad,Divorced,Other-service,White,Female,0,0,40,<=50K
49,Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,White,Male,0,1380,42,<=50K
32,Private,Assoc-voc,Never-married,Craft-repair,White,Male,0,0,45,<=50K
34,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,>50K
28,Private,HS-grad,Divorced,Craft-repair,White,Male,0,0,45,<=50K
25,Private,Some-college,Never-married,Adm-clerical,Amer-Indian-Eskimo,Female,0,0,20,<=50K
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,>50K
38,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,15024,0,80,>50K
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,7688,0,50,>50K
24,Local-gov,Some-college,Divorced,Handlers-cleaners,Black,Male,0,0,50,<=50K
37,Local-gov,Some-college,Married-civ-spouse,Tech-support,White,Male,0,0,45,>50K
44,Private,Some-college,Divorced,Machine-op-inspct,White,Male,0,0,58,>50K
28,Private,Some-college,Married-civ-spouse,Sales,White,Female,0,0,40,<=50K
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
74,Private,Some-college,Divorced,Adm-clerical,White,Female,0,0,9,<=50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,50,<=50K
44,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,<=50K
44,Private,11th,Divorced,Machine-op-inspct,Other,Female,0,0,46,<=50K
26,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,0,0,40,<=50K
36,Private,HS-grad,Married-civ-spouse,Other-service,Black,Male,0,0,40,<=50K
41,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Female,0,0,50,>50K
67,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,20051,0,48,>50K
39,Local-gov,12th,Married-civ-spouse,Tech-support,White,Male,0,0,50,<=50K
57,Private,1st-4th,Widowed,Priv-house-serv,Black,Female,0,0,30,<=50K
29,Private,Assoc-voc,Separated,Craft-repair,White,Male,0,0,40,<=50K
31,Self-emp-inc,Bachelors,Never-married,Farming-fishing,White,Female,0,0,45,<=50K
44,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,0,0,40,<=50K
29,Private,Doctorate,Never-married,Prof-specialty,White,Male,0,0,40,<=50K
30,Private,Some-college,Never-married,Handlers-cleaners,White,Female,0,0,40,<=50K
27,Private,HS-grad,Never-married,Transport-moving,White,Male,0,0,40,<=50K
27,Private,Some-college,Married-civ-spouse,Sales,White,Male,0,0,50,<=50K
32,Private,HS-grad,Never-married,Handlers-cleaners,White,Female,0,0,45,<=50K
58,Private,10th,Married-civ-spouse,Other-service,White,Female,0,0,8,<=50K
35,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,0,0,40,<=50K
21,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,36,<=50K
28,Private,Some-college,Never-married,Craft-repair,White,Male,0,0,40,<=50K
46,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,White,Male,0,0,50,<=50K
36,Self-emp-not-inc,HS-grad,Separated,Other-service,White,Female,0,0,40,<=50K
72,Private,11th,Widowed,Adm-clerical,White,Female,0,0,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Female,0,0,40,<=50K
33,Federal-gov,Assoc-voc,Divorced,Craft-repair,Black,Female,0,0,40,>50K
69,Private,11th,Never-married,Machine-op-inspct,White,Female,0,0,40,<=50K
35,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
34,Private,HS-grad,Married-civ-spouse,Tech-support,White,Female,0,0,32,<=50K
30,Private,11th,Married-civ-spouse,Other-service,White,Male,0,0,40,<=50K
28,Private,Bachelors,Never-married,Transport-moving,White,Male,0,0,55,<=50K
54,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,35,>50K
47,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,>50K
24,Private,HS-grad,Never-married,Handlers-cleaners,Black,Female,0,0,40,<=50K
52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,0,0,60,>50K
20,Private,HS-grad,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Male,0,0,48,<=50K
43,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,5013,0,45,<=50K
45,Private,7th-8th,Separated,Other-service,White,Female,0,0,40,<=50K
29,Self-emp-not-inc,HS-grad,Separated,Craft-repair,White,Male,0,0,35,<=50K
47,Private,Masters,Divorced,Exec-managerial,White,Male,0,0,42,<=50K
24,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,<=50K
51,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,<=50K
17,Private,11th,Never-married,Sales,White,Male,0,0,12,<=50K
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,0,1977,40,>50K
27,Private,Doctorate,Never-married,Prof-specialty,White,Female,0,0,70,<=50K
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
36,Self-emp-not-inc,Assoc-acdm,Divorced,Sales,White,Female,0,0,35,<=50K
58,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,0,0,40,<=50K
26,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,0,0,45,<=50K
57,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,40,>50K
59,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,40,<=50K
27,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,<=50K
31,Self-emp-not-inc,Bachelors,Never-married,Tech-support,White,Male,0,0,40,<=50K
21,Private,Some-college,Never-married,Sales,White,Female,0,0,24,<=50K
29,Private,Some-college,Never-married,Adm-clerical,White,Male,0,0,60,<=50K
18,Private,11th,Never-married,Other-service,White,Male,0,0,40,<=50K
52,Private,10th,Married-civ-spouse,Craft-repair,White,Male,0,1887,47,>50K
57,Self-emp-inc,Bachelors,Divorced,Prof-specialty,White,Male,0,0,80,<=50K
60,Private,7th-8th,Never-married,Transport-moving,White,Male,0,0,48,>50K
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,7688,0,40,>50K
23,Private,Bachelors,Never-married,Adm-clerical,White,Female,0,0,40,<=50K
27,Private,HS-grad,Never-married,Sales,White,Male,0,0,40,<=50K
42,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,0,1902,50,>50K
25,Private,Some-college,Never-married,Tech-support,White,Male,2174,0,40,<=50K
49,Private,Bachelors,Never-married,Prof-specialty,White,Female,0,0,45,<=50K
32,Private,Bachelors,Never-married,Tech-support,White,Male,0,0,40,<=50K
19,Private,Some-college,Never-married,Adm-clerical,White,Male,0,0,28,<=50K
60,Private,7th-8th,Divorced,Other-service,White,Female,0,0,40,<=50K
42,Local-gov,9th,Married-civ-spouse,Other-service,White,Male,0,0,40,<=50K
35,Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,White,Male,0,0,40,<=50K
48,Private,HS-grad,Never-married,Adm-clerical,Black,Female,0,0,37,<=50K
51,Private,Masters,Married-civ-spouse,Craft-repair,White,Male,0,0,40,>50K
29,Private,HS-grad,Never-married,Craft-repair,Amer-Indian-Eskimo,Male,0,0,40,<=50K
36,Local-gov,HS-grad,Separated,Exec-managerial,Black,Male,0,0,40,<=50K
17,Private,10th,Never-married,Other-service,White,Female,0,0,21,<=50K
52,Private,Masters,Divorced,Prof-specialty,White,Female,6849,0,60,<=50K
24,Private,HS-grad,Never-married,Craft-repair,White,Male,0,0,40,<=50K
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,50,<=50K
26,Local-gov,Bachelors,Never-married,Prof-specialty,White,Male,1055,0,40,<=50K
27,Private,Bachelors,Never-married,Other-service,White,Female,0,0,20,<=50K
39,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,0,0,60,<=50K
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,0,0,45,<=50K
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,0,0,32,<=50K
52,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,55,<=50K
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,15024,0,45,>50K
23,Private,Bachelors,Never-married,Sales,White,Female,0,0,20,<=50K
45,Private,11th,Widowed,Other-service,Black,Female,0,0,20,<=50K
65,Private,9th,Widowed,Priv-house-serv,Black,Female,0,0,24,<=50K
29,Private,Assoc-voc,Married-civ-spouse,Transport-moving,White,Male,0,0,55,<=50K
47,Private,9th,Married-spouse-absent,Handlers-cleaners,White,Male,0,0,40,<=50K
30,Private,HS-grad,Never-married,Farming-fishing,Black,Male,0,0,60,<=50K
34,Private,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,45,>50K
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,0,0,64,<=50K
33,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,>50K
49,Private,Bachelors,Married-civ-spouse,Sales,White,Male,0,0,26,>50K
47,Self-emp-not-inc,Some-college,Never-married,Other-service,Black,Female,0,0,40,<=50K
49,Local-gov,10th,Separated,Other-service,Black,Female,0,0,40,<=50K
43,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,15024,0,60,>50K
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Black,Female,0,0,40,>50K
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,0,0,60,<=50K
19,Private,HS-grad,Never-married,Other-service,White,Female,0,0,14,<=50K
21,Private,Bachelors,Never-married,Handlers-cleaners,White,Male,0,0,40,<=50K
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,15024,0,60,>50K
